Returns
0.016413146
0.003621314
0.01457106
0.004273155
-0.000614306
-0.003299405
0.002639192
0.015142196
-0.00044553
0.009110683
-0.001934663
0.006833128
0.016087771
0.012251149
-0.004897561
0.005265237
0.004673736
-0.000221119
-0.010114156
0.005370846
-0.001914628
-0.047786246
-0.050454178
0.023489297
-0.029631686
-0.044879742
0.036204968
0.01364451
0.0001521
0.016728448
0.018528559
0.004846171
0.006996712
0.008054714
-0.004238127
0.018217471
0.015051607
-0.022260109
-0.012125656
-0.031872041
0.008788989
0.011131502
0.003785761
0.013314339
0.01474352
0.030230906
0.003844695
-0.022610562
0.00994579
7.82956E-05
-0.012047878
-0.03161843
-0.001918496
-0.006222044
-0.038317688
-0.026222976
0.030971935
-0.045679399
-0.00053726
0.027106395
-0.024539877
0.006895387
0.011574782
0.002604522
-0.020208015
0.008351207
0.01594367
-0.011312086
0.012294479
-0.003137984
0.008462308
0.034856163
-0.001936397
0.014569808
-0.013551531
-0.005135327
-0.044470467
0.001176494
0.01846883
-0.0096054
-0.012348915
0.019639645
-0.012464933
-0.000644292
0.023922557
0.006277368
-0.000834289
0.027374254
0.013678008
0.000628661
0.001766431
-0.019060171
0.00235353
-0.002939627
-0.011338878
0.012397314
-0.009123919
0.009310761
0.001537478
